Date,Rank,TRACK,Peak,Prev,Streak,Streams
2025-01-23,17,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"") Sachin-Jigar, Raghav Chaitanya, Varun Jain, Indraneel",10,19,48,3018473
2025-01-23,18,blue yung kai,16,16,7,2962617
2025-01-23,19,"Ye Tune Kya Kiya Pritam, Javed Bashir",19,24,42,2949969
2025-01-23,20,Husn Anuv Jain,1,20,60,2769525
2025-01-23,21,"Softly Karan Aujla, Ikky",4,18,75,2754419
2025-01-23,22,"Satranga (From ""ANIMAL"") Arijit Singh, Shreyas Puranik, Siddharth - Garima",2,23,65,2702082
2025-01-23,23,"Sang Rahiyo (feat. Ujjwal Kashyap) Jasleen Royal, Ujjwal Kashyap",21,25,45,2675213
2025-01-23,24,"Humdard (From ""Ek Villain"") Arijit Singh",24,30,137,2673578
2025-01-23,25,"Pehle Bhi Main Vishal Mishra, Raj Shekhar",1,26,60,2651569
2025-01-23,26,"Tainu Khabar Nahi - From ""Munjya"" Sachin-Jigar, Arijit Singh",17,34,32,2607718
2025-01-23,27,"Chuttamalle (From ""Devara Part 1"") Shilpa Rao, Anirudh Ravichander, Ramajogayya Sastry",4,22,25,2590393
2025-01-23,28,"Dekhha Tenu (From ""Mr. And Mrs. Mahi"") Mohammad Faiz, Jaani",2,27,36,2581317
2025-01-23,29,"Ajab Si Vishal-Shekhar, KK",23,37,127,2522673
2025-01-23,30,"Mere Sohneya (From ""Kabir Singh"") Sachet Tandon, Parampara Tandon, Sachet-Parampara",4,31,105,2517168
2025-01-23,31,"APT. ROSÉ, Bruno Mars",13,21,14,2489539
2025-01-23,32,"O Maahi Pritam, Arijit Singh, Irshad Kamil",4,32,58,2476847
2025-01-23,33,Tauba Tauba Karan Aujla,1,29,29,2464187
2025-01-23,34,"Subhanallah Pritam, Sreeram, Shilpa Rao",34,36,27,2462402
2025-01-23,35,"Naina (From ""Crew"") Diljit Dosanjh, Badshah, Raj Ranjodh",3,35,46,2456127
2025-01-23,36,"Aayi Nai (From ""Stree 2"") Sachin-Jigar, Pawan Singh, Simran Choudhary, Divya Kumar, Amitabh Bhattacharya",2,28,24,2396729
2025-01-23,37,"Jhol Maanu, Annural Khalid",37,57,6,2386038
2025-01-23,38,"Jeena Jeena Sachin-Jigar, Atif Aslam",29,43,52,2379477
2025-01-23,39,"Tera Hone Laga Hoon Atif Aslam, Alisha Chinai, Pritam",33,40,193,2352960
2025-01-23,40,"Godari Gattu Meedha (From ""Sankranthiki Vasthunam"") Ramana Gogula, Madhupriya, Bheems Ceciroleo, Bhaskarabhatla",40,54,4,2350490
2025-01-23,41,"Khoobsurat (From ""Stree 2"") Sachin-Jigar, Vishal Mishra, Amitabh Bhattacharya",5,44,23,2324909
2025-01-23,42,Tu hai kahan AUR,1,45,67,2268094
2025-01-23,43,Baarishein Anuv Jain,16,38,153,2253872
2025-01-23,44,"Saibo Sachin-Jigar, Shreya Ghoshal, Tochi Raina",31,49,215,2245480
2025-01-23,45,"Heeriye (feat. Arijit Singh) Jasleen Royal, Arijit Singh, Dulquer Salmaan",1,42,78,2233364
2025-01-23,46,"O Saathi Atif Aslam, Arko",46,51,67,2231003
2025-01-23,47,Born to Shine Diljit Dosanjh,14,33,47,2186045
2025-01-23,48,"Tumhare Hi Rahenge Hum (From ""Stree 2"") Sachin-Jigar, Varun Jain, Shilpa Rao, Amitabh Bhattacharya",8,68,23,2183670
2025-01-23,49,"Suniyan Suniyan Juss, MixSingh",3,47,36,2170765
2025-01-23,50,"Agar Tum Saath Ho (From ""Tamasha"") Alka Yagnik, Arijit Singh",4,61,286,2162840
2025-01-23,51,"Mera Mann Juss, MixSingh",12,41,7,2153301
2025-01-23,52,"Maiyya Sachet-Parampara, Sachet Tandon, Parampara Tandon, Kausar Munir",39,39,7,2137099
2025-01-23,53,"Ranjha (From ""Shershaah"") Jasleen Royal, B Praak, Romy",1,46,181,2133055
2025-01-23,54,"Humsafar (From ""Badrinath Ki Dulhania"") Akhil Sachdeva, Mansheel Gujral",52,52,12,2111629
2025-01-23,55,"Kaise Hua (From ""Kabir Singh"") Vishal Mishra, Manoj Muntashir",5,50,293,2087031
2025-01-23,56,Shree Hanuman Chalisa Hariharan,39,67,120,2081830
2025-01-23,57,"Tera Ban Jaunga (From ""Kabir Singh"") Akhil Sachdeva, Tulsi Kumar",4,60,72,2041825
2025-01-23,58,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"") Mitraz",2,53,52,2039634
2025-01-23,59,"Ishq Sufiyana (Male) Vishal-Shekhar, Kamal Khan",59,72,7,2029230
2025-01-23,60,Dil Diyan Gallan Atif Aslam,53,64,115,2018669
2025-01-23,61,"Tum Hi Ho Mithoon, Arijit Singh",42,63,208,2007570
2025-01-23,62,"Victory Anthem Khushi TDT, Lash curry, Audiocrackerr",17,48,11,1986370
2025-01-23,63,Desi Kalakaar Yo Yo Honey Singh,13,58,24,1977955
2025-01-23,64,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"") Vishal Mishra, Rashmeet Kaur",5,66,81,1946203
2025-01-23,65,"Soch Na Sake Amaal Mallik, Arijit Singh, Tulsi Kumar",46,74,78,1942130
2025-01-23,66,"AANKH Sunidhi Chauhan, Rusha & Blizza",66,96,5,1934635
2025-01-23,67,One Love Shubh,3,55,75,1929242
2025-01-23,68,"Departure Lane Talha Anjum, Umair",68,82,3,1906748
2025-01-23,69,"Pehli Dafa Atif Aslam, Shiraz Uppal",69,75,55,1903145
2025-01-23,70,"Excuses AP Dhillon, Gurinder Gill, Intense",1,69,170,1895544
2025-01-23,71,"Haan Ke Haan Sohail Sen, Monali Thakur, Kausar Munir",9,73,25,1893241
2025-01-23,72,"White Brown Black Avvy Sra, Karan Aujla, Jaani",29,65,110,1874820
2025-01-23,73,"Ahista Ahista Kazinama, Musarrat Nazir",73,173,2,1873635
2025-01-23,74,Bandana Shubh,8,70,43,1872961
2025-01-23,75,Maula Mere Maula Roop Kumar Rathod,75,78,23,1872436
2025-01-23,76,"Shayad Pritam, Arijit Singh",1,71,262,1860385
2025-01-23,77,"Aaye Haaye (Feat. Nora Fatehi) Karan Aujla, Neha Kakkar, Jay Trak",32,59,7,1842045
2025-01-23,78,"Bujji Thalli (From ""Thandel"") Devi Sri Prasad, Javed Ali, Shree Mani",77,77,8,1820927
2025-01-23,79,Mann Mera Gajendra Verma,26,90,63,1797998
2025-01-23,80,"O Rangrez Shankar-Ehsaan-Loy, Shreya Ghoshal, Javed Bashir, Yusuf Mohammed, Vajid Ali",80,126,12,1794977
2025-01-23,81,"Kho Gaye Taaruk Raina, Mismatched - Cast",8,62,5,1789605
2025-01-23,82,La La La Dhanda Nyoliwala,82,115,3,1777847
2025-01-23,83,"Saiyyan Kailash Kher, Paresh Kamath, Naresh Kamath",83,112,28,1776429
2025-01-23,84,Maiyya Mainu Sachet Tandon,5,79,23,1775327
2025-01-23,85,"Tu Hain Toh (From ""Mr. And Mrs. Mahi"") Bunny, Hunny, Sagar",8,85,31,1767277
2025-01-23,86,"Peelings (From ""Pushpa 2 The Rule"") [TELUGU] Shankarr Babu Kandukoori, Laxmi Dasa, Devi Sri Prasad, Chandra Bose, Siju Thuravoor",19,56,7,1760890
2025-01-23,87,"O Meri Laila Atif Aslam, Jyotica Tangri",16,87,24,1758473
2025-01-23,88,"Teri Deewani Kailash Kher, Paresh Kamath, Naresh Kamath",88,150,6,1747403
2025-01-23,89,"Morni Badshah, Sharvi Yadav, Hiten",33,84,9,1744146
2025-01-23,90,Tere Bina Na Guzara E Josh Brar,19,88,15,1741622
2025-01-23,91,"Jeene Laga Hoon Atif Aslam, Shreya Ghoshal, Sachin-Jigar",62,92,16,1736525
2025-01-23,92,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"") Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",15,93,65,1736041
2025-01-23,93,Cheques Shubh,1,81,87,1734249
2025-01-23,94,"Tenu Sang Rakhna Achint, Arijit Singh, Anumita Nadesan, Varun Grover",94,98,3,1729214
2025-01-23,95,"Soulmate Badshah, Arijit Singh",2,80,44,1721085
2025-01-23,96,"Hamari Adhuri Kahani (Title Track) Jeet Gannguli, Arijit Singh",56,105,127,1711663
2025-01-23,97,"Tere Bina A.R. Rahman, Chinmayi, Murtuza Khan, Qadir Khan",97,101,22,1711548
2025-01-23,98,"Aasa Kooda - From ""Think Indie"" Sai Abhyankkar, Sai Smriti",3,76,31,1704617
2025-01-23,99,"Pee Loon Pritam, Mohit Chauhan, Irshad Kamil",37,97,48,1699797
2025-01-23,100,"Hawayein Pritam, Arijit Singh",51,110,98,1693943
2025-01-23,101,"Tu Jaane Na Atif Aslam, Pritam",71,111,52,1691264
2025-01-23,102,"Hasi - Male Version Ami Mishra, Kunaal Vermaa",77,125,82,1689694
2025-01-23,103,"Kabira Pritam, Tochi Raina, Rekha Bhardwaj",31,108,250,1679701
2025-01-23,104,"Soni Soni (From ""Ishq Vishk Rebound"") Darshan Raval, Jonita Gandhi, Rochak Kohli, Gurpreet Saini",4,100,34,1677258
2025-01-23,105,Samjho Na Aditya Rikhari,23,83,84,1675495
2025-01-23,106,Tera Fitoor Arijit Singh,61,95,4,1671587
2025-01-23,107,"Kesariya Pritam, Arijit Singh, Amitabh Bhattacharya",1,89,132,1668183
2025-01-23,108,"God Damn Badshah, Karan Aujla, Hiten",15,107,44,1665979
2025-01-23,109,"Pani Da Rang - Male Vocals Ayushmann Khurrana, Rochak Kohli",68,135,9,1664755
2025-01-23,110,"Chale Aana (From ""De De Pyaar De"") Amaal Mallik, Armaan Malik, Kunaal Vermaa",18,124,11,1664074
2025-01-23,111,"Dil Tu Jaan Tu Gurnazar, Chet Singh",14,103,26,1644565
2025-01-23,112,"Mitwa Shankar-Ehsaan-Loy, Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali",106,118,13,1642397
2025-01-23,113,"Ae Dil Hai Mushkil Title Track Pritam, Arijit Singh",79,117,126,1640370
2025-01-23,114,Love Dose Yo Yo Honey Singh,32,99,21,1625646
2025-01-23,115,"Chaleya Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",1,116,76,1621261
2025-01-23,116,"Ilahi Pritam, Arijit Singh",113,113,4,1617726
2025-01-23,117,Blue Eyes Yo Yo Honey Singh,38,86,21,1616190
2025-01-23,118,"Malang Sajna Sachet Tandon, Parampara Tandon, Kumaar, Sachet-Parampara",4,91,105,1608348
2025-01-23,119,Maan Meri Jaan King,1,136,119,1605388
2025-01-23,120,"Phir Bhi Tumko Chaahunga Mithoon, Arijit Singh, Shashaa Tirupati",120,141,18,1603216
2025-01-23,121,"Taras - From ""Munjya"" Sachin-Jigar, Jasmine Sandlas, Amitabh Bhattacharya",38,128,32,1600323
2025-01-23,122,"Zaroor Aparshakti Khurana, Savi Kahlon",13,109,25,1592701
2025-01-23,123,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"") Pritam, Arijit Singh, Shreya Ghoshal, Amitabh Bhattacharya",9,120,82,1579422
2025-01-23,124,"Ishq Di Baajiyaan Shankar-Ehsaan-Loy, Diljit Dosanjh",114,114,7,1577417
2025-01-23,125,"Mast Magan (From ""2 States"") Arijit Singh, Chinmayi",45,122,137,1574571
2025-01-23,126,Old Money AP Dhillon,13,94,23,1562777
2025-01-23,127,"Tere Sang Yaara Atif Aslam, Manoj Muntashir",125,133,11,1555017
2025-01-23,128,"Kalank - Title Track Pritam, Arijit Singh",5,147,5,1549555
2025-01-23,129,Knife Brows Dhanda Nyoliwala,80,138,11,1546094
2025-01-23,130,"Admirin' You (feat. Preston Pablo) Karan Aujla, Ikky, Preston Pablo",24,144,77,1546046
2025-01-23,131,"Phir Mohabbat (From ""Murder 2"") Mohammed Irfan, Arijit Singh, Saim Bhat",131,139,4,1544818
2025-01-23,132,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"") Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",1,134,4,1537180
2025-01-23,133,Kahani Suno 2.0 Kaifi Khalil,1,132,110,1536841
2025-01-23,134,I Wanna Be Yours Arctic Monkeys,48,131,115,1536497
2025-01-23,135,"Kasturi (From ""Amar Prem Ki Prem Kahani"") Arijit Singh, Prasad S, Kunaal Vermaa",65,119,14,1534486
2025-01-23,136,"2 Khatole Masoom Sharma, Manjeet Mor, Chahal Saab, Vikash Rajana",136,151,3,1533103
2025-01-23,137,"Winning Speech Karan Aujla, Mxrci",8,137,36,1525884
2025-01-23,138,"Mere Mehboob Sachin-Jigar, Shilpa Rao, Sachet Tandon, Priya Saraiya",29,129,16,1521320
2025-01-23,139,Manjha Vishal Mishra,16,102,98,1508894
2025-01-23,140,"Piya O Re Piya Atif Aslam, Shreya Ghoshal, Sachin-Jigar",114,164,3,1502585
2025-01-23,141,"Tujhe Bhula Diya Vishal-Shekhar, Mohit Chauhan, Shekhar Ravjiani, Shruti Pathak",94,165,20,1490242
2025-01-23,142,"Tere Naina Shankar-Ehsaan-Loy, Shafqat Amanat Ali",142,175,2,1485539
2025-01-23,143,"Humnava Mere Jubin Nautiyal, Rocky - Shiv",66,149,21,1477791
2025-01-23,144,"Pal Javed-Mohsin, Arijit Singh, Shreya Ghoshal, Kunaal Vermaa, Prashant Ingole",34,142,194,1451862
2025-01-23,145,"One Of The Girls (with JENNIE, Lily Rose Depp) The Weeknd, JENNIE, Lily-Rose Depp",98,146,55,1446654
2025-01-23,146,"Bulleya Vishal-Shekhar, Papon, Irshad Kamil",146,—,1,1443922
2025-01-23,147,"Banjaara (From ""Ek Villain"") Mohammed Irfan",146,160,3,1440995
2025-01-23,148,"Timeless (feat. Playboi Carti) The Weeknd, Playboi Carti",148,167,5,1440233
2025-01-23,149,"Zaalima Arijit Singh, Harshdeep Kaur",78,161,5,1439491
2025-01-23,150,Hale Dil Harshit Saxena,98,183,3,1437571
2025-01-23,151,"Ve Haaniyaan Danny, Avvy Sra, Sagar",10,121,51,1430436
2025-01-23,152,"Khuda Jaane Vishal-Shekhar, KK, Shilpa Rao, Anvita Dutt Guptan",37,172,88,1428100
2025-01-23,153,Nazm Nazm Arko,106,143,7,1411477
2025-01-23,154,"Bolna (From ""Kapoor & Sons (Since 1921)"") Tanishk Bagchi, Arijit Singh, Asees Kaur",59,152,66,1407723
2025-01-23,155,"Hona Tha Pyar Atif Aslam, Hadiqa Kiani",155,—,1,1406735
2025-01-23,156,"Chahun Main Ya Naa (From ""Aashiqui 2"") Palak Muchhal, Arijit Singh",108,168,62,1402637
2025-01-23,157,"Kinni Kinni Diljit Dosanjh, thiarajxtt",24,123,63,1400220
2025-01-23,158,Up To U Dhanda Nyoliwala,58,174,11,1395631
2025-01-23,159,"Sawadeeka (From ""Vidaamuyarchi"") Anirudh Ravichander, Anthony Daasan, Arivu",159,200,2,1392462
2025-01-23,160,"Manasilaayo Anirudh Ravichander, Malaysia Vasudevan, Deepthi Suresh, Yugendran Vasudevan",7,104,20,1388795
2025-01-23,161,"Zara Sa Pritam, KK",33,162,17,1387463
2025-01-23,162,"Hey Minnale G. V. Prakash, Haricharan, Shweta Mohan, Karthik Netha",10,106,15,1384695
2025-01-23,163,"Hua Main (From ""ANIMAL"") Raghav Chaitanya, Manoj Muntashir, Pritam",6,159,67,1383704
2025-01-23,164,Deewana Kar Raha Hai Javed Ali,164,—,1,1383551
2025-01-23,165,Espresso Sabrina Carpenter,26,145,39,1377982
2025-01-23,166,"Illuminati Sushin Shyam, Dabzee, Vinayak Sasikumar",3,130,42,1374604
2025-01-23,167,"Jaanam (From ""Bad Newz"") Vishal Mishra",7,163,8,1372972
2025-01-23,168,Perfect Ed Sheeran,29,166,249,1370808
2025-01-23,169,Guzarish Javed Ali,148,171,15,1370409
2025-01-23,170,"Starboy The Weeknd, Daft Punk",12,176,137,1364896
2025-01-23,171,"Samjhawan Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal",70,177,4,1354251
2025-01-23,172,Lemonade Diljit Dosanjh,26,140,125,1347483
2025-01-23,173,"Lalkara Diljit Dosanjh, Intense, Sultaan",22,148,68,1343920
2025-01-23,174,"Beete Lamhein (From ""The Train"") KK",75,178,37,1343349
2025-01-23,175,"Main Rang Sharbaton Ka Atif Aslam, Chinmayi, Pritam",73,153,4,1342251
2025-01-23,176,"Kya Mujhe Pyar Hai Pritam, KK, Neelesh Misra",42,—,1,1341984
2025-01-23,177,"Blender Masoom Sharma, Swara Verma, Dev Chouhan, Pooja Saxena",177,194,3,1338753
2025-01-23,178,ANTIDOTE Karan Aujla,32,156,30,1318974
2025-01-23,179,Asal Mein Darshan Raval,21,169,100,1309935
2025-01-23,180,"Channa Ve - From ""Bhoot - Part One: The Haunted Ship"" Mansheel Gujral, Akhil Sachdeva",33,199,6,1308258
2025-01-23,181,Choo Lo The Local Train,49,191,82,1307582
2025-01-23,182,Night Changes One Direction,22,190,191,1301589
2025-01-23,183,"Dil Se Dil Tak (From ""Bawaal"") Akashdeep Sengupta, Laqshay Kapoor, Kausar Munir, Suvarna Tiwari",38,179,7,1300762
2025-01-23,184,"Raabta Pritam, Arijit Singh",41,154,14,1299514
2025-01-23,185,"Tum Tak A.R. Rahman, Javed Ali, KIRTI SAGATHIA, Pooja AV",167,—,1,1294679
2025-01-23,186,King Shit Shubh,5,186,55,1293497
2025-01-23,187,"Duniyaa (From ""Luka Chuppi"") Akhil, Dhvani Bhanushali, Kunaal Vermaa, Abhijit Vaghani",1,182,309,1289780
2025-01-23,188,G.O.A.T. Diljit Dosanjh,1,157,20,1277033
2025-01-23,189,"Kun Faya Kun A.R. Rahman, Javed Ali, Mohit Chauhan",60,189,3,1276824
2025-01-23,190,"52 Bars Karan Aujla, Ikky",12,192,2,1266440
2025-01-23,191,"Uyi Amma - From ""Azaad"" Amit Trivedi, Madhubanti Bagchi, Amitabh Bhattacharya",191,—,1,1265822
2025-01-23,192,"Triple OG DIVINE, Phenom",192,—,1,1264952
2025-01-23,193,"Kissik (From ""Pushpa 2 The Rule"") [TELUGU] Sublahshini, Devi Sri Prasad, Chandra Bose",30,127,8,1253059
2025-01-23,194,"Itni Si Baat Hain (From ""Azhar"") Arijit Singh, Antara Mitra",144,—,1,1252047
2025-01-23,195,"9:45 Prabh Singh, Jay Trak, Rooh Sandhu",9,188,81,1250662
2025-01-23,196,"Bekhayali (From ""Kabir Singh"") Sachet Tandon, Sachet-Parampara",1,—,1,1248283
2025-01-23,197,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"") Raghav, Tanishk Bagchi, Asees Kaur",5,196,2,1246891
2025-01-23,198,Kabhi Kabhi Aditi Rashid Ali,58,185,55,1246221
2025-01-23,199,"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU] Shreya Ghoshal, Devi Sri Prasad, Chandra Bose",89,170,8,1242423
2025-01-23,200,Mahiye Jinna Sohna Darshan Raval,2,180,3,1227721
2025-01-30,1,"Sahiba Jasleen Royal, Stebin Ben, Vijay Deverakonda, Radhikka Madan, Priya Saraiya, Aditya Sharma",1,1,10,7042012
2025-01-30,2,"Ishq Hai Anurag Saikia, Raj Shekhar, Romy, Amarabha Banerjee, Varun Jain, Madhubanti Bagchi, Mismatched - Cast",1,2,7,6859427
2025-01-30,3,Jo Tum Mere Ho Anuv Jain,1,4,25,5771923
2025-01-30,4,"Raanjhan (From ""Do Patti"") Sachet-Parampara, Parampara Tandon, Kausar Munir",2,3,15,5675262
2025-01-30,5,"Die With A Smile Lady Gaga, Bruno Mars",4,5,18,4684247
2025-01-30,6,"Ishq Faheem Abdullah, Rauhan Malik, Amir Ameer",2,6,44,4574539
2025-01-30,7,Wavy Karan Aujla,4,7,11,3851150
2025-01-30,8,"Sajni (From ""Laapataa Ladies"") Ram Sampath, Arijit Singh, Prashant Pandey",1,10,39,3604164
2025-01-30,9,"Aaj Ki Raat (From ""Stree 2"") Sachin-Jigar, Madhubanti Bagchi, Divya Kumar, Amitabh Bhattacharya",1,8,27,3596966
2025-01-30,10,Millionaire Yo Yo Honey Singh,3,9,22,3513862
2025-01-30,11,"Apna Bana Le Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",1,11,66,3498372
2025-01-30,12,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"") Sachin-Jigar, Raghav Chaitanya, Varun Jain, Indraneel",10,17,49,3095773
2025-01-30,13,Russian Bandana Dhanda Nyoliwala,6,14,18,3063513
2025-01-30,14,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"") Arijit Singh, Mithoon",2,12,296,3059466
2025-01-30,15,"Ye Tune Kya Kiya Pritam, Javed Bashir",15,19,43,3040520
2025-01-30,16,"Tum Se Hi Pritam, Mohit Chauhan, Irshad Kamil",13,13,251,3023184
2025-01-30,17,"Payal Yo Yo Honey Singh, Paradox",14,15,10,2867273
2025-01-30,18,"Tu Hain Toh Main Hoon (From ""Sky Force"") Tanishk Bagchi, Arijit Singh, Afsana Khan, Irshad Kamil",18,—,1,2843438
2025-01-30,19,"Jaana Samjho Na (From ""Bhool Bhulaiyaa 3"") Aditya Rikhari, Tulsi Kumar, Lijo George-Dj Chetas",9,16,13,2793965
2025-01-30,20,"Satranga (From ""ANIMAL"") Arijit Singh, Shreyas Puranik, Siddharth - Garima",2,22,66,2741210
2025-01-30,21,blue yung kai,16,18,8,2707695
2025-01-30,22,"Ajab Si Vishal-Shekhar, KK",22,29,128,2688367
2025-01-30,23,"Jhol Maanu, Annural Khalid",23,37,7,2682098
2025-01-30,24,Husn Anuv Jain,1,20,61,2666887
2025-01-30,25,"Humdard (From ""Ek Villain"") Arijit Singh",24,24,138,2652951
2025-01-30,26,"Sang Rahiyo (feat. Ujjwal Kashyap) Jasleen Royal, Ujjwal Kashyap",21,23,46,2613230
2025-01-30,27,"Pehle Bhi Main Vishal Mishra, Raj Shekhar",1,25,61,2600934
2025-01-30,28,"Dekhha Tenu (From ""Mr. And Mrs. Mahi"") Mohammad Faiz, Jaani",2,28,37,2573649
2025-01-30,29,"Softly Karan Aujla, Ikky",4,21,76,2479351
2025-01-30,30,"Tera Hone Laga Hoon Atif Aslam, Alisha Chinai, Pritam",30,39,194,2466356
2025-01-30,31,"Mere Sohneya (From ""Kabir Singh"") Sachet Tandon, Parampara Tandon, Sachet-Parampara",4,30,106,2458681
2025-01-30,32,"Jeena Jeena Sachin-Jigar, Atif Aslam",29,38,53,2443301
2025-01-30,33,"Tainu Khabar Nahi - From ""Munjya"" Sachin-Jigar, Arijit Singh",17,26,33,2433713
2025-01-30,34,"O Maahi Pritam, Arijit Singh, Irshad Kamil",4,32,59,2433456
2025-01-30,35,Tauba Tauba Karan Aujla,1,33,30,2395905
2025-01-30,36,"Chuttamalle (From ""Devara Part 1"") Shilpa Rao, Anirudh Ravichander, Ramajogayya Sastry",4,27,26,2395363
2025-01-30,37,"Subhanallah Pritam, Sreeram, Shilpa Rao",34,34,28,2323249
2025-01-30,38,"APT. ROSÉ, Bruno Mars",13,31,15,2287369
2025-01-30,39,"Agar Tum Saath Ho (From ""Tamasha"") Alka Yagnik, Arijit Singh",4,50,287,2286819
2025-01-30,40,"Saibo Sachin-Jigar, Shreya Ghoshal, Tochi Raina",31,44,216,2273344
2025-01-30,41,"Khoobsurat (From ""Stree 2"") Sachin-Jigar, Vishal Mishra, Amitabh Bhattacharya",5,41,24,2256201
2025-01-30,42,Baarishein Anuv Jain,16,43,154,2249419
2025-01-30,43,"Aayi Nai (From ""Stree 2"") Sachin-Jigar, Pawan Singh, Simran Choudhary, Divya Kumar, Amitabh Bhattacharya",2,36,25,2246072
2025-01-30,44,"O Saathi Atif Aslam, Arko",44,46,68,2245684
2025-01-30,45,"Godari Gattu Meedha (From ""Sankranthiki Vasthunam"") Ramana Gogula, Madhupriya, Bheems Ceciroleo, Bhaskarabhatla",40,40,5,2238141
2025-01-30,46,"Ranjha (From ""Shershaah"") Jasleen Royal, B Praak, Romy",1,53,182,2199033
2025-01-30,47,"Naina (From ""Crew"") Diljit Dosanjh, Badshah, Raj Ranjodh",3,35,47,2187948
2025-01-30,48,Tu hai kahan AUR,1,42,68,2173254
2025-01-30,49,"Tumhare Hi Rahenge Hum (From ""Stree 2"") Sachin-Jigar, Varun Jain, Shilpa Rao, Amitabh Bhattacharya",8,48,24,2158955
2025-01-30,50,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"") Mitraz",2,58,53,2156023
2025-01-30,51,"Ahista Ahista Kazinama, Musarrat Nazir",51,73,3,2146832
2025-01-30,52,"Kaise Hua (From ""Kabir Singh"") Vishal Mishra, Manoj Muntashir",5,55,294,2101443
2025-01-30,53,Shree Hanuman Chalisa Hariharan,39,56,121,2091390
2025-01-30,54,Born to Shine Diljit Dosanjh,14,47,48,2072437
2025-01-30,55,"Tum Hi Ho Mithoon, Arijit Singh",42,61,209,2060295
2025-01-30,56,"Suniyan Suniyan Juss, MixSingh",3,49,37,2049501
2025-01-30,57,Dil Diyan Gallan Atif Aslam,53,60,116,2041534
2025-01-30,58,"Lock Sidhu Moose Wala, The Kidd",58,—,1,2031736
2025-01-30,59,"Ishq Sufiyana (Male) Vishal-Shekhar, Kamal Khan",59,59,8,2027254
2025-01-30,60,"Heeriye (feat. Arijit Singh) Jasleen Royal, Arijit Singh, Dulquer Salmaan",1,45,79,2017022
2025-01-30,61,"Humsafar (From ""Badrinath Ki Dulhania"") Akhil Sachdeva, Mansheel Gujral",52,54,13,2004722
2025-01-30,62,La La La Dhanda Nyoliwala,62,82,4,2004446
2025-01-30,63,"Uyi Amma - From ""Azaad"" Amit Trivedi, Madhubanti Bagchi, Amitabh Bhattacharya",63,191,2,1994854
2025-01-30,64,"O Rangrez Shankar-Ehsaan-Loy, Shreya Ghoshal, Javed Bashir, Yusuf Mohammed, Vajid Ali",64,80,13,1994229
2025-01-30,65,"Mera Mann Juss, MixSingh",12,51,8,1976886
2025-01-30,66,"Tera Ban Jaunga (From ""Kabir Singh"") Akhil Sachdeva, Tulsi Kumar",4,57,73,1967909
2025-01-30,67,"Shayad Pritam, Arijit Singh",1,76,263,1942335
2025-01-30,68,"Haan Ke Haan Sohail Sen, Monali Thakur, Kausar Munir",9,71,26,1933968
2025-01-30,69,"Soch Na Sake Amaal Mallik, Arijit Singh, Tulsi Kumar",46,65,79,1916674
2025-01-30,70,"Bulleya Vishal-Shekhar, Papon, Irshad Kamil",70,146,2,1905078
2025-01-30,71,"Pehli Dafa Atif Aslam, Shiraz Uppal",69,69,56,1894137
2025-01-30,72,"AANKH Sunidhi Chauhan, Rusha & Blizza",66,66,6,1876898
2025-01-30,73,Bandana Shubh,8,74,44,1863252
2025-01-30,74,Mann Mera Gajendra Verma,26,79,64,1852292
2025-01-30,75,Maiyya Mainu Sachet Tandon,5,84,24,1836900
2025-01-30,76,"Teri Deewani Kailash Kher, Paresh Kamath, Naresh Kamath",76,88,7,1833391
2025-01-30,77,Desi Kalakaar Yo Yo Honey Singh,13,63,25,1832175
2025-01-30,78,One Love Shubh,3,67,76,1820330
2025-01-30,79,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"") Vishal Mishra, Rashmeet Kaur",5,64,82,1814908
2025-01-30,80,"Victory Anthem Khushi TDT, Lash curry, Audiocrackerr",17,62,12,1813489
2025-01-30,81,"Excuses AP Dhillon, Gurinder Gill, Intense",1,70,171,1805623
2025-01-30,82,"Tu Jaane Na Atif Aslam, Pritam",71,101,53,1801649
2025-01-30,83,"Maiyya Sachet-Parampara, Sachet Tandon, Parampara Tandon, Kausar Munir",39,52,8,1801424
2025-01-30,84,Maula Mere Maula Roop Kumar Rathod,75,75,24,1794344
